text,entity,headline,label,sentiment_str
[TARGET: Ajanta Pharma] Ajanta Pharma Q2 net profit up 41 per cent at Rs 78.63 crore,Ajanta Pharma,Ajanta Pharma Q2 net profit up 41 per cent at Rs 78.63 crore,2,positive
"[TARGET: Cairn] Sensex surges over 300 points; ICICI, Cairn, Tata Steel, IDFC up",Cairn,"Sensex surges over 300 points; ICICI, Cairn, Tata Steel, IDFC up",2,positive
[TARGET: SE Investments] SE Investments net profit up two-fold at Rs 61 crore,SE Investments,SE Investments net profit up two-fold at Rs 61 crore,2,positive
"[TARGET: Dow] Dow, S&P 500 fall on Fed nervousness; Nasdaq inches up",Dow,"Dow, S&P 500 fall on Fed nervousness; Nasdaq inches up",0,negative
"[TARGET: Talwalkars] Talwalkars' business model not exciting: Mayuresh Joshi, Angel Broking",Talwalkars,"Talwalkars' business model not exciting: Mayuresh Joshi, Angel Broking",0,negative
[TARGET: SEBI] Ex-staff can't sell ESOP shares for one year post IPO: SEBI,SEBI,Ex-staff can't sell ESOP shares for one year post IPO: SEBI,1,neutral
[TARGET: market] Need to maintain long positions in the given market: Ashwani Gujral,market,Need to maintain long positions in the given market: Ashwani Gujral,1,neutral
"[TARGET: Nasdaq] Videocon d2h lists on Nasdaq, raises $325 million",Nasdaq,"Videocon d2h lists on Nasdaq, raises $325 million",1,neutral
[TARGET: HUDCO] V P Baligar appointed HUDCO CMD; Satyanarayan Mohanty becomes new DG of DGS&D,HUDCO,V P Baligar appointed HUDCO CMD; Satyanarayan Mohanty becomes new DG of DGS&D,1,neutral
[TARGET: Won] Won leads Asia FX losses as Fed seen hawkish,Won,Won leads Asia FX losses as Fed seen hawkish,0,negative
"[TARGET: L&T] BHEL, L&T, Reliance, Cipla- all gaining strongly in control: Sandeep Wagle",L&T,"BHEL, L&T, Reliance, Cipla- all gaining strongly in control: Sandeep Wagle",2,positive
[TARGET: Mphasis] Mphasis is showing weakness: Rajat Bose,Mphasis,Mphasis is showing weakness: Rajat Bose,0,negative
[TARGET: LIC] LIC reduces stake in Tata Chemicals by over 2 per cent,LIC,LIC reduces stake in Tata Chemicals by over 2 per cent,1,neutral
[TARGET: Havells] Havells falls 7% as earnings estimate is cut in analyst meet,Havells,Havells falls 7% as earnings estimate is cut in analyst meet,0,negative
[TARGET: IDFC Bank] IDFC Banks a good long-term bet even if it makes a slow start,IDFC Bank,IDFC Banks a good long-term bet even if it makes a slow start,2,positive
[TARGET: Refined soya oil futures] Refined soya oil futures slide 1.36 per cent on sluggish demand,Refined soya oil futures,Refined soya oil futures slide 1.36 per cent on sluggish demand,0,negative
[TARGET: gold] Bank of China first Chinese bank to join gold price benchmark,gold,Bank of China first Chinese bank to join gold price benchmark,1,neutral
[TARGET: Dish TV] Nomura retains buy on Dish TV,Dish TV,Nomura retains buy on Dish TV,2,positive
[TARGET: US Dollar] US Dollar mixed in Asia after Fed chief comments,US Dollar,US Dollar mixed in Asia after Fed chief comments,1,neutral
"[TARGET: Motilal Oswal Securities] Uptrend likely for PSU bank stocks; SBI, PNB to lead charge: Rajat Rajgarhia, Motilal Oswal Securities",Motilal Oswal Securities,"Uptrend likely for PSU bank stocks; SBI, PNB to lead charge: Rajat Rajgarhia, Motilal Oswal Securities",1,neutral
[TARGET: Sun Pharma] Stock Buzz: Sun Pharma may face resistance at current levels,Sun Pharma,Stock Buzz: Sun Pharma may face resistance at current levels,0,negative
"[TARGET: BPCL] BPCL can be bought on all declines: Ashwani Gujral, Market Strategist",BPCL,"BPCL can be bought on all declines: Ashwani Gujral, Market Strategist",2,positive
[TARGET: construction co] Margin pressure could impact construction cos' earnings: Avinash Gorakshekar,construction co,Margin pressure could impact construction cos' earnings: Avinash Gorakshekar,0,negative
"[TARGET: ACC] ACC, Ambuja Cement gain on cement price hike",ACC,"ACC, Ambuja Cement gain on cement price hike",2,positive
[TARGET: Tata Chemicals] LIC reduces stake in Tata Chemicals by over 2 per cent,Tata Chemicals,LIC reduces stake in Tata Chemicals by over 2 per cent,0,negative
"[TARGET: SBI] SBI, HDFC best bets in banking: Deepak Mohoni",SBI,"SBI, HDFC best bets in banking: Deepak Mohoni",2,positive
[TARGET: HDFC Bank] C M Vasudev re-appointed as HDFC Bank non-executive chairman,HDFC Bank,C M Vasudev re-appointed as HDFC Bank non-executive chairman,1,neutral
"[TARGET: CLSA] CLSA initiates coverage on Motherson Sumi, expects 22% upside",CLSA,"CLSA initiates coverage on Motherson Sumi, expects 22% upside",2,positive
"[TARGET: ACC] ACC unlikely to run up in a hurry: Ashwani Gujral, Market Strategist",ACC,"ACC unlikely to run up in a hurry: Ashwani Gujral, Market Strategist",0,negative
[TARGET: Indian bond markets] CDS can catalyse Indian bond markets: Crisil,Indian bond markets,CDS can catalyse Indian bond markets: Crisil,1,neutral
"[TARGET: metals] Sensex@25,000; metals, capital goods, power gain",metals,"Sensex@25,000; metals, capital goods, power gain",2,positive
"[TARGET: Markets] Markets may correct this week, buy-on-dips looks a safe play",Markets,"Markets may correct this week, buy-on-dips looks a safe play",2,positive
[TARGET: SEBI] SAT sets aside fine imposed by SEBI on Golden Tobacco and GHCL,SEBI,SAT sets aside fine imposed by SEBI on Golden Tobacco and GHCL,1,neutral
"[TARGET: Sensex] Sensex rangebound, Nifty below 8050; top fifteen stocks in focus",Sensex,"Sensex rangebound, Nifty below 8050; top fifteen stocks in focus",1,neutral
[TARGET: Randstad India] Former Randstad India MD E Balaji joins TVS Logistics,Randstad India,Former Randstad India MD E Balaji joins TVS Logistics,1,neutral
[TARGET: Jet Airways] Jet Airways top pick in aviation stocks: Pankaj Pandey,Jet Airways,Jet Airways top pick in aviation stocks: Pankaj Pandey,2,positive
[TARGET: Fortis] Fortis get shareholders' nod for selling 6.5% stake to GIC,Fortis,Fortis get shareholders' nod for selling 6.5% stake to GIC,2,positive
[TARGET: Videocon Industries] Videocon Industries jumps over 10 per cent on fund-raising plan,Videocon Industries,Videocon Industries jumps over 10 per cent on fund-raising plan,2,positive
[TARGET: Everest Kanto] Cummins or Everest Kanto are good picks from capital goods sector: Rajesh Jain,Everest Kanto,Cummins or Everest Kanto are good picks from capital goods sector: Rajesh Jain,2,positive
"[TARGET: BPCL] BPCL, HPCL good for selling: Devang Visaria, devangvisaria.com",BPCL,"BPCL, HPCL good for selling: Devang Visaria, devangvisaria.com",0,negative
[TARGET: Goodyear] Goodyear net profit soars 91% in Jan-Mar,Goodyear,Goodyear net profit soars 91% in Jan-Mar,2,positive
[TARGET: Hong Kong stocks] Hong Kong stocks flat at lunch; Wall Street leads offsetted,Hong Kong stocks,Hong Kong stocks flat at lunch; Wall Street leads offsetted,1,neutral
"[TARGET: DRL] MF, HNIs lap up DRL shares on better earnings hope",DRL,"MF, HNIs lap up DRL shares on better earnings hope",2,positive
[TARGET: Sun Pharma] Deal more favorable for Sun Pharma shareholders,Sun Pharma,Deal more favorable for Sun Pharma shareholders,2,positive
[TARGET: Nirma] Minority shareholders of Nirma shocked over fresh exit offer of Rs 225/ share,Nirma,Minority shareholders of Nirma shocked over fresh exit offer of Rs 225/ share,0,negative
"[TARGET: China shares] Hong Kong, China shares slip as Wall Street cools off",China shares,"Hong Kong, China shares slip as Wall Street cools off",0,negative
"[TARGET: IndiaNivesh Ltd] Risk-averse investors should prefer Sun Pharma over SPARC: Daljeet Singh Kohli, IndiaNivesh Ltd",IndiaNivesh Ltd,"Risk-averse investors should prefer Sun Pharma over SPARC: Daljeet Singh Kohli, IndiaNivesh Ltd",1,neutral
[TARGET: sterling] UK data gives battered sterling some respite,sterling,UK data gives battered sterling some respite,1,neutral
"[TARGET: pharma] Expect pharma splendid performance to continue: Dhiraj Sachdev, HSBC AM India",pharma,"Expect pharma splendid performance to continue: Dhiraj Sachdev, HSBC AM India",2,positive
[TARGET: GlaxoSmithkline Consumer] GlaxoSmithkline Consumer Q3 net up 20.89% at Rs 96.41 crore,GlaxoSmithkline Consumer,GlaxoSmithkline Consumer Q3 net up 20.89% at Rs 96.41 crore,2,positive
"[TARGET: Federal Reserve] Feeling ignored, Federal Reserve jolts markets to prime them for lift-off",Federal Reserve,"Feeling ignored, Federal Reserve jolts markets to prime them for lift-off",1,neutral
[TARGET: Ranbaxy] Do not see Ranbaxy crossing Rs 450: Sandeep Wagle,Ranbaxy,Do not see Ranbaxy crossing Rs 450: Sandeep Wagle,0,negative
[TARGET: Emami] Emami gains 1.4% as it enters male deodorant space,Emami,Emami gains 1.4% as it enters male deodorant space,2,positive
[TARGET: European stock markets] European stock markets flat as glum outlook weighs,European stock markets,European stock markets flat as glum outlook weighs,1,neutral
[TARGET: Goodyear] Goodyear Q2 Net up 25.84% at Rs 25.22 crore,Goodyear,Goodyear Q2 Net up 25.84% at Rs 25.22 crore,2,positive
"[TARGET: Jindal Stainless] Jindal Stainless rejig: Shareholders, creditors meet on May 16",Jindal Stainless,"Jindal Stainless rejig: Shareholders, creditors meet on May 16",1,neutral
[TARGET: RBI] Cash rates stabilise after RBI's MSF auction,RBI,Cash rates stabilise after RBI's MSF auction,1,neutral
"[TARGET: MCX] CTT hits turnover of MCX, NCDEX by up to 50% on first day",MCX,"CTT hits turnover of MCX, NCDEX by up to 50% on first day",2,positive
"[TARGET: Persistent Systems] Stock Buzz: Persistent Systems, Cadila top investment ideas",Persistent Systems,"Stock Buzz: Persistent Systems, Cadila top investment ideas",2,positive
"[TARGET: BSE] BSE, NSE clear merger of two units with Sesa Sterlite",BSE,"BSE, NSE clear merger of two units with Sesa Sterlite",1,neutral
"[TARGET: Reliance Power] Be selective in buying RNRL, Reliance Power: Sandeep Wagle, APTART Technical Advisory Services",Reliance Power,"Be selective in buying RNRL, Reliance Power: Sandeep Wagle, APTART Technical Advisory Services",2,positive
"[TARGET: equities] Dalal Street may get bumpy in new financial year, likely to be challenging for equities",equities,"Dalal Street may get bumpy in new financial year, likely to be challenging for equities",0,negative
"[TARGET: power sector] Neutral on power sector: Pankaj Pandey, ICICI Direct",power sector,"Neutral on power sector: Pankaj Pandey, ICICI Direct",1,neutral
[TARGET: DB Realty] DB Realty rallies over 17% on hopes of approvals on stuck projects,DB Realty,DB Realty rallies over 17% on hopes of approvals on stuck projects,2,positive
"[TARGET: Edelweiss] Difficult for market to cross 6,550 levels in coming days: Edelweiss",Edelweiss,"Difficult for market to cross 6,550 levels in coming days: Edelweiss",1,neutral
[TARGET: Ashok Leyland] Ashok Leyland raises Rs 667 crore through QIP,Ashok Leyland,Ashok Leyland raises Rs 667 crore through QIP,2,positive
"[TARGET: State Bank of India] State Bank of India Q3 net profit down 34% to Rs 2234 crore, lags estimates",State Bank of India,"State Bank of India Q3 net profit down 34% to Rs 2234 crore, lags estimates",0,negative
[TARGET: Balrampur Chini] Balrampur Chini net losses narrows to Rs 63.90 crore in Q2,Balrampur Chini,Balrampur Chini net losses narrows to Rs 63.90 crore in Q2,2,positive
[TARGET: Heidelberg] Heidelberg is an interesting stock: Deepak Mohoni,Heidelberg,Heidelberg is an interesting stock: Deepak Mohoni,2,positive
"[TARGET: Quick Heal] Matrimony.com, Quick Heal get nod for IPOs; may raise Rs 1k cr",Quick Heal,"Matrimony.com, Quick Heal get nod for IPOs; may raise Rs 1k cr",2,positive
[TARGET: NSEL] Two brokers on police radar in NSEL case,NSEL,Two brokers on police radar in NSEL case,1,neutral
[TARGET: Emcure Pharmaceuticals] Emcure Pharmaceuticals withdraws proposed IPO,Emcure Pharmaceuticals,Emcure Pharmaceuticals withdraws proposed IPO,1,neutral
"[TARGET: Belgian exchanges] Euronext to list first on French, Dutch, Belgian exchanges",Belgian exchanges,"Euronext to list first on French, Dutch, Belgian exchanges",1,neutral
"[TARGET: IT sector] Stay underweight on IT sector, says Dipan Mehta",IT sector,"Stay underweight on IT sector, says Dipan Mehta",0,negative
"[TARGET: Sebi] Sebi's move on Fast Track rights, FPOs to help government in disinvestment of state-owned companies",Sebi,"Sebi's move on Fast Track rights, FPOs to help government in disinvestment of state-owned companies",1,neutral
[TARGET: auto stocks] Seeing decent growth in auto stocks ahead: Networth Stock Broking,auto stocks,Seeing decent growth in auto stocks ahead: Networth Stock Broking,2,positive
[TARGET: Prabhudas Lilladher] Petronet LNG to benefit post budget: Prabhudas Lilladher,Prabhudas Lilladher,Petronet LNG to benefit post budget: Prabhudas Lilladher,1,neutral
"[TARGET: Banks] Banks, housing companies rally on RBI's new norms",Banks,"Banks, housing companies rally on RBI's new norms",2,positive
"[TARGET: small cap stocks] Mid-cap and small cap stocks rally lags, investors told to stay away till poll results announced",small cap stocks,"Mid-cap and small cap stocks rally lags, investors told to stay away till poll results announced",0,negative
"[TARGET: KR Choksey Securities] Coal India, buy on dips: Deven Choksey, KR Choksey Securities",KR Choksey Securities,"Coal India, buy on dips: Deven Choksey, KR Choksey Securities",1,neutral
"[TARGET: Lupin] Brokerage views on Wipro, Sun Pharma, M&M, SAIL, Lupin, NMDC",Lupin,"Brokerage views on Wipro, Sun Pharma, M&M, SAIL, Lupin, NMDC",1,neutral
"[TARGET: Tinplate] Tinplate is certainly a hold: Deepak Mohoni, trendwatchindia.com",Tinplate,"Tinplate is certainly a hold: Deepak Mohoni, trendwatchindia.com",1,neutral
"[TARGET: Gold] Gold, silver extend losses on global cues, sluggish demand",Gold,"Gold, silver extend losses on global cues, sluggish demand",0,negative
"[TARGET: Relaxo Footwears] Relaxo Footwears rallies 20%, hits 52-week high on dividend, bonus issue plans",Relaxo Footwears,"Relaxo Footwears rallies 20%, hits 52-week high on dividend, bonus issue plans",2,positive
"[TARGET: Nifty] As pessimism spreads, Nifty to correct further, say traders",Nifty,"As pessimism spreads, Nifty to correct further, say traders",2,positive
[TARGET: gold] Could diamond be the new gold for traders?,gold,Could diamond be the new gold for traders?,1,neutral
[TARGET: Nirma] Nirma shares jump 18 pc after delisting move,Nirma,Nirma shares jump 18 pc after delisting move,2,positive
[TARGET: Energy Development Company] Energy Development Company seeks shareholders' nod to issue shares worth Rs 44 crore,Energy Development Company,Energy Development Company seeks shareholders' nod to issue shares worth Rs 44 crore,1,neutral
[TARGET: rupee] Fears of a rate hike by US Federal Reserve and rupee depreciation make investors jittery,rupee,Fears of a rate hike by US Federal Reserve and rupee depreciation make investors jittery,0,negative
"[TARGET: Wipro] Downgrade Wipro to 'Hold', says Edelweiss",Wipro,"Downgrade Wipro to 'Hold', says Edelweiss",0,negative
[TARGET: Zee] Nitin Vaidya quits Zee,Zee,Nitin Vaidya quits Zee,1,neutral
"[TARGET: market] As long as foreign flows continue into India, it is likely that the market may remain buoyant: IV Subramaniam, Quantum AMC",market,"As long as foreign flows continue into India, it is likely that the market may remain buoyant: IV Subramaniam, Quantum AMC",2,positive
"[TARGET: REC] REC board approves raising Rs 3,000 cr through tax-free bonds",REC,"REC board approves raising Rs 3,000 cr through tax-free bonds",2,positive
[TARGET: Ramky Infrastructure] Ramky Infrastructure faces rising interest cost,Ramky Infrastructure,Ramky Infrastructure faces rising interest cost,0,negative
[TARGET: Grasim] Grasim is looking good in current market: Emkay Global Financial Services,Grasim,Grasim is looking good in current market: Emkay Global Financial Services,2,positive
"[TARGET: SMC Capitals] Reliance Industries likely to remain range bound: Jagannadham Thunuguntla, SMC Capitals",SMC Capitals,"Reliance Industries likely to remain range bound: Jagannadham Thunuguntla, SMC Capitals",1,neutral
[TARGET: Maruti Suzuki] Maruti Suzuki could have avoided the mix-up: Prateek Agarwal,Maruti Suzuki,Maruti Suzuki could have avoided the mix-up: Prateek Agarwal,1,neutral
"[TARGET: Ambit Capital] Ambit Capital sees 25% downside in L&T, advises investors to 'sell'",Ambit Capital,"Ambit Capital sees 25% downside in L&T, advises investors to 'sell'",1,neutral
[TARGET: BRFL] BRFL is a good buy: Sandeep Wagle,BRFL,BRFL is a good buy: Sandeep Wagle,2,positive
[TARGET: Exide Industries] Exide Industries' focus on profitability makes it an attractive stock,Exide Industries,Exide Industries' focus on profitability makes it an attractive stock,2,positive
"[TARGET: techs] Taiwan stocks fall 1.2 per cent; techs, banks down",techs,"Taiwan stocks fall 1.2 per cent; techs, banks down",0,negative
"[TARGET: PBC] China, East Asian stocks to extend rally on PBC's easing: Poll",PBC,"China, East Asian stocks to extend rally on PBC's easing: Poll",1,neutral
"[TARGET: BP] BP shares plunge, US threatens new penalties",BP,"BP shares plunge, US threatens new penalties",0,negative
[TARGET: Emkay] Emkay raises TCS target price to Rs 1075,Emkay,Emkay raises TCS target price to Rs 1075,1,neutral
"[TARGET: SBI] Watch for SBI's level of 2400: Rajat Bose, rajatkbose.com",SBI,"Watch for SBI's level of 2400: Rajat Bose, rajatkbose.com",1,neutral
"[TARGET: BSE] Corrections offer long term investors entry into pharma stocks: Dipan Mehta, member BSE, NSE",BSE,"Corrections offer long term investors entry into pharma stocks: Dipan Mehta, member BSE, NSE",1,neutral
[TARGET: Electrosteel Castings] Electrosteel Castings Q2 net profit down 35% to Rs 12.77 crore,Electrosteel Castings,Electrosteel Castings Q2 net profit down 35% to Rs 12.77 crore,0,negative
"[TARGET: IFC] IFC doubles rupee bond offering to Rs 2,000 crore",IFC,"IFC doubles rupee bond offering to Rs 2,000 crore",2,positive
[TARGET: Geometric] Geometric appoints Parth Gandhi as Non-Executive Director,Geometric,Geometric appoints Parth Gandhi as Non-Executive Director,1,neutral
[TARGET: Sesa Sterlite] Time to book out of Sesa Sterlite: Ambareesh Baliga,Sesa Sterlite,Time to book out of Sesa Sterlite: Ambareesh Baliga,0,negative
"[TARGET: Soya] Soya, sunflower oil prices to rise due to festivals",Soya,"Soya, sunflower oil prices to rise due to festivals",2,positive
[TARGET: Equities] Equities to reap maximum returns in coming months: Survey,Equities,Equities to reap maximum returns in coming months: Survey,2,positive
[TARGET: dollar] Oil hits two-year low; dollar rises ahead of Fed,dollar,Oil hits two-year low; dollar rises ahead of Fed,2,positive
[TARGET: IDBI Trusteeship Services] IDBI Trusteeship Services sells 3.64 lakh Geometric shares,IDBI Trusteeship Services,IDBI Trusteeship Services sells 3.64 lakh Geometric shares,1,neutral
[TARGET: Select edible oils] Select edible oils up on retailers demand,Select edible oils,Select edible oils up on retailers demand,2,positive
[TARGET: Bharati Shipyard] Bharati Shipyard declared 30% dividend,Bharati Shipyard,Bharati Shipyard declared 30% dividend,0,negative
[TARGET: rupee] IT companies to benefit on weak rupee: Dipan Mehta,rupee,IT companies to benefit on weak rupee: Dipan Mehta,0,negative
[TARGET: Infinite Computer] Infinite Computer FY 11 consolidated net up 35% to Rs 107 crore,Infinite Computer,Infinite Computer FY 11 consolidated net up 35% to Rs 107 crore,2,positive
[TARGET: Securities and Exchange Board of India] Securities and Exchange Board of India begins recruitment process for 2 executive directors,Securities and Exchange Board of India,Securities and Exchange Board of India begins recruitment process for 2 executive directors,1,neutral
[TARGET: IDFC MF] What's in Store for IDFC MF's Star Picks?,IDFC MF,What's in Store for IDFC MF's Star Picks?,1,neutral
"[TARGET: JSPL] JSPL hits 52-week low, down over 20% since July",JSPL,"JSPL hits 52-week low, down over 20% since July",0,negative
"[TARGET: metals] Cyclical stocks like power, infrastructure, cement and metals to underperform over next few months",metals,"Cyclical stocks like power, infrastructure, cement and metals to underperform over next few months",0,negative
"[TARGET: Bharti] Bharti, HCL Tech good buys in a falling market: Deepak Mohoni",Bharti,"Bharti, HCL Tech good buys in a falling market: Deepak Mohoni",2,positive
[TARGET: Gur] Gur prices decline on heavy supply of new gur,Gur,Gur prices decline on heavy supply of new gur,0,negative
[TARGET: Menthol] Menthol rises on buying support,Menthol,Menthol rises on buying support,2,positive
"[TARGET: Aurobindo Pharma] Aurobindo Pharma shares fall; company comes under USFDA lens, again",Aurobindo Pharma,"Aurobindo Pharma shares fall; company comes under USFDA lens, again",0,negative
[TARGET: won] S.Korean shares up as energy counters rally on oil rebound; won slips,won,S.Korean shares up as energy counters rally on oil rebound; won slips,0,negative
"[TARGET: HUDCO] HUDCO raises Rs 2,185 crore from second tranche of tax-free bonds",HUDCO,"HUDCO raises Rs 2,185 crore from second tranche of tax-free bonds",1,neutral
"[TARGET: Midcaps] Midcaps overvalued, vulnerable to further correction: Neeraj Dewan",Midcaps,"Midcaps overvalued, vulnerable to further correction: Neeraj Dewan",0,negative
[TARGET: SpiceJet] SpiceJet to issue 6.4 crore warrants to promoters,SpiceJet,SpiceJet to issue 6.4 crore warrants to promoters,1,neutral
[TARGET: UK FTSE] HSBC fall weighs on UK FTSE as rebound loses steam,UK FTSE,HSBC fall weighs on UK FTSE as rebound loses steam,0,negative
"[TARGET: SKS Microfinance] Heard on the Street: SKS Microfinance, Ex-CEO Gurumani seen in settlement",SKS Microfinance,"Heard on the Street: SKS Microfinance, Ex-CEO Gurumani seen in settlement",1,neutral
"[TARGET: FMCG] FMCG, auto and cement stocks likely to be hit by poor monsoon",FMCG,"FMCG, auto and cement stocks likely to be hit by poor monsoon",0,negative
"[TARGET: copper] Nickel, copper rise on firming global cues",copper,"Nickel, copper rise on firming global cues",2,positive
"[TARGET: Financial Tech] CBI raids NSEL offices; Financial Tech, MCX tank: Is the rally in these two stocks over?",Financial Tech,"CBI raids NSEL offices; Financial Tech, MCX tank: Is the rally in these two stocks over?",0,negative
[TARGET: Kwality] Kwality among cheapest plays in dairy sector:  Ashish Maheshwari,Kwality,Kwality among cheapest plays in dairy sector:  Ashish Maheshwari,2,positive
"[TARGET: Indusind] Stress in Indusind stock: Harendra Kumar, Elara Capital",Indusind,"Stress in Indusind stock: Harendra Kumar, Elara Capital",0,negative
[TARGET: Snowman] Snowman may be a cool long-term buy; large cold storage network gives it a competitive edge,Snowman,Snowman may be a cool long-term buy; large cold storage network gives it a competitive edge,2,positive
[TARGET: General Atlantic Partners] General Atlantic Partners picks up strategic stake in CitiusTech,General Atlantic Partners,General Atlantic Partners picks up strategic stake in CitiusTech,1,neutral
"[TARGET: oil & gas] Private banks, power, oil & gas, auto, tourism to outperform in 2015: Emkay",oil & gas,"Private banks, power, oil & gas, auto, tourism to outperform in 2015: Emkay",2,positive
[TARGET: Havells India] Havells India Q1 PAT up 23% at Rs 87 crore,Havells India,Havells India Q1 PAT up 23% at Rs 87 crore,2,positive
"[TARGET: JSPL] JSPL scrip factoring in all the negatives, will see a gradual rise: Prakash Diwan",JSPL,"JSPL scrip factoring in all the negatives, will see a gradual rise: Prakash Diwan",0,negative
"[TARGET: HDFC] SBI, HDFC best bets in banking: Deepak Mohoni",HDFC,"SBI, HDFC best bets in banking: Deepak Mohoni",2,positive
[TARGET: Mphasis] Mphasis: Company needs to move out of parent's shadow,Mphasis,Mphasis: Company needs to move out of parent's shadow,1,neutral
[TARGET: Infosys] Infosys Q4 results: Five things to watch out for,Infosys,Infosys Q4 results: Five things to watch out for,1,neutral
[TARGET: Rupee] Rupee slightly weaker; fund flows watched for cues,Rupee,Rupee slightly weaker; fund flows watched for cues,0,negative
[TARGET: Rajshree Sugars] Rajshree Sugars Q4 net profit at Rs 24.41 cr; stock up,Rajshree Sugars,Rajshree Sugars Q4 net profit at Rs 24.41 cr; stock up,2,positive
[TARGET: Max Healthcare] Elder Pharma rallies 5% on Max Healthcare acquisition,Max Healthcare,Elder Pharma rallies 5% on Max Healthcare acquisition,1,neutral
[TARGET: Rourkela Steel Plant] In-charges of Rourkela Steel Plant awarded for exemplary work,Rourkela Steel Plant,In-charges of Rourkela Steel Plant awarded for exemplary work,1,neutral
"[TARGET: M&M Financial] Very positive on most NBFCs such as M&M Financial, IDFC: Edelweiss",M&M Financial,"Very positive on most NBFCs such as M&M Financial, IDFC: Edelweiss",2,positive
"[TARGET: IOC] IOC, HPCL, BPCL gain on hike in fuel price",IOC,"IOC, HPCL, BPCL gain on hike in fuel price",2,positive
[TARGET: UFO Moviez] Sebi seeks fresh clarification on UFO Moviez Rs 750-crore IPO,UFO Moviez,Sebi seeks fresh clarification on UFO Moviez Rs 750-crore IPO,1,neutral
"[TARGET: Sebi] Sebi slaps Rs 1 crore fine on Falcon, chairman Pawan Kumar Ruia",Sebi,"Sebi slaps Rs 1 crore fine on Falcon, chairman Pawan Kumar Ruia",1,neutral
[TARGET: GE India] GE India to acquire 70% stake in Advanced Systek,GE India,GE India to acquire 70% stake in Advanced Systek,1,neutral
"[TARGET: mint] Jeera, mint, chilli make India's spice export hot",mint,"Jeera, mint, chilli make India's spice export hot",2,positive
[TARGET: Bond] Bond yields inch lower to 7.96%; seen range-bound,Bond,Bond yields inch lower to 7.96%; seen range-bound,2,positive
"[TARGET: Power Finance Corp] Power Finance Corp Q3 profit jumps 37% at Rs 1,534.31 crore",Power Finance Corp,"Power Finance Corp Q3 profit jumps 37% at Rs 1,534.31 crore",2,positive
[TARGET: Kingfisher Airlines] Mallya's stake in United Spirits Limited declines as Kingfisher Airlines lenders invoke shares,Kingfisher Airlines,Mallya's stake in United Spirits Limited declines as Kingfisher Airlines lenders invoke shares,0,negative
[TARGET: Elder Pharma] Elder Pharma rallies 5% on Max Healthcare acquisition,Elder Pharma,Elder Pharma rallies 5% on Max Healthcare acquisition,2,positive
[TARGET: Nifty] Nifty may take a breather around 6715-6750 this week,Nifty,Nifty may take a breather around 6715-6750 this week,1,neutral
"[TARGET: euro] Australian, NZ dollars hold gains vs euro on ECB easing talk",euro,"Australian, NZ dollars hold gains vs euro on ECB easing talk",1,neutral
[TARGET: Cognizant] Cognizant beats every estimate driven by revival of US outsourcing services,Cognizant,Cognizant beats every estimate driven by revival of US outsourcing services,2,positive
"[TARGET: SpiceJet] Jet Airways, SpiceJet surge after fuel price cut",SpiceJet,"Jet Airways, SpiceJet surge after fuel price cut",2,positive
[TARGET: International Energy Agency] International Energy Agency sees low oil prices until 2020,International Energy Agency,International Energy Agency sees low oil prices until 2020,1,neutral
[TARGET: Lavasa Corp] Hindustan Construction likely to list Lavasa Corp by July-September quarter,Lavasa Corp,Hindustan Construction likely to list Lavasa Corp by July-September quarter,1,neutral
[TARGET: Infosy] What brokers are expecting from Infosy Q2 results,Infosy,What brokers are expecting from Infosy Q2 results,1,neutral
[TARGET: Cement companies] Cement companies rally on Holcim-Lafarge merger,Cement companies,Cement companies rally on Holcim-Lafarge merger,2,positive
"[TARGET: PSU banks] Near-term trajectory of PSU banks shaky, but buy stocks on dips: Parag Thakkar",PSU banks,"Near-term trajectory of PSU banks shaky, but buy stocks on dips: Parag Thakkar",2,positive
"[TARGET: JSPL] Avoid buying JSPL and DLF due to uncertainity: Mehraboon Irani, Nirmal Bang Securities",JSPL,"Avoid buying JSPL and DLF due to uncertainity: Mehraboon Irani, Nirmal Bang Securities",0,negative
"[TARGET: ONGC] See 10-15% upside potential in ONGC, says Harendra Kumar, Elara Capital",ONGC,"See 10-15% upside potential in ONGC, says Harendra Kumar, Elara Capital",2,positive
[TARGET: TCS] TCS: Biggest value creator among top IT companies,TCS,TCS: Biggest value creator among top IT companies,2,positive
[TARGET: ONGC] IOD Fellowship to ONGC chairman Sudhir Vasudeva,ONGC,IOD Fellowship to ONGC chairman Sudhir Vasudeva,1,neutral
[TARGET: Infosy] Sensex ends on flat note; IT stocks lead post Infosy Q3 results,Infosy,Sensex ends on flat note; IT stocks lead post Infosy Q3 results,2,positive
[TARGET: Sebi] Sebi mulls five-board cap for independent directors; curbs on whole-time directors likely,Sebi,Sebi mulls five-board cap for independent directors; curbs on whole-time directors likely,1,neutral
"[TARGET: Robusta coffee] Robusta coffee going the arabica way, prices fall below cost of production on good crop in Vietnam",Robusta coffee,"Robusta coffee going the arabica way, prices fall below cost of production on good crop in Vietnam",0,negative
[TARGET: Morgan Stanley] Brokerspicks: Morgan Stanley has equal-weight on Exide Industries,Morgan Stanley,Brokerspicks: Morgan Stanley has equal-weight on Exide Industries,1,neutral
[TARGET: Claris] Claris to buy-back 14.49 per cent stake for Rs 231.25 crore,Claris,Claris to buy-back 14.49 per cent stake for Rs 231.25 crore,1,neutral
