text,entity,headline,label,sentiment_str
"[TARGET: Nifty] Sensex ends flat, above 25000; Nifty holds 7450",Nifty,"Sensex ends flat, above 25000; Nifty holds 7450",1,neutral
[TARGET: Sensex] Sensex falls as China slip adds to woes,Sensex,Sensex falls as China slip adds to woes,0,negative
[TARGET: China] Sensex falls as China slip adds to woes,China,Sensex falls as China slip adds to woes,0,negative
"[TARGET: Sensex] Sensex opens in red; Reliance, ONGC, GAIL down",Sensex,"Sensex opens in red; Reliance, ONGC, GAIL down",0,negative
"[TARGET: Reliance] Sensex opens in red; Reliance, ONGC, GAIL down",Reliance,"Sensex opens in red; Reliance, ONGC, GAIL down",0,negative
"[TARGET: ONGC] Sensex opens in red; Reliance, ONGC, GAIL down",ONGC,"Sensex opens in red; Reliance, ONGC, GAIL down",0,negative
"[TARGET: GAIL] Sensex opens in red; Reliance, ONGC, GAIL down",GAIL,"Sensex opens in red; Reliance, ONGC, GAIL down",0,negative
"[TARGET: L&T] Sensex rangebound; L&T, ICICI Bank, ONGC top losers",L&T,"Sensex rangebound; L&T, ICICI Bank, ONGC top losers",1,neutral
"[TARGET: ICICI Bank] Sensex rangebound; L&T, ICICI Bank, ONGC top losers",ICICI Bank,"Sensex rangebound; L&T, ICICI Bank, ONGC top losers",1,neutral
"[TARGET: ONGC] Sensex rangebound; L&T, ICICI Bank, ONGC top losers",ONGC,"Sensex rangebound; L&T, ICICI Bank, ONGC top losers",1,neutral
"[TARGET: Sensex] Sensex turns choppy, Nifty trades near 7950 levels",Sensex,"Sensex turns choppy, Nifty trades near 7950 levels",0,negative
"[TARGET: Nifty] Sensex turns choppy, Nifty trades near 7950 levels",Nifty,"Sensex turns choppy, Nifty trades near 7950 levels",1,neutral
"[TARGET: Sensex] Sensex, Nifty in red on weak Asian cues",Sensex,"Sensex, Nifty in red on weak Asian cues",0,negative
"[TARGET: Nifty] Sensex, Nifty in red on weak Asian cues",Nifty,"Sensex, Nifty in red on weak Asian cues",0,negative
"[TARGET: Shapoorji Pallonji Group] Shapoorji Pallonji Group, CPPIB enter into strategic alliance",Shapoorji Pallonji Group,"Shapoorji Pallonji Group, CPPIB enter into strategic alliance",1,neutral
"[TARGET: CPPIB] Shapoorji Pallonji Group, CPPIB enter into strategic alliance",CPPIB,"Shapoorji Pallonji Group, CPPIB enter into strategic alliance",1,neutral
"[TARGET: Persistent Systems] Stock Buzz: Persistent Systems, Cadila top investment ideas",Persistent Systems,"Stock Buzz: Persistent Systems, Cadila top investment ideas",2,positive
"[TARGET: Cadila] Stock Buzz: Persistent Systems, Cadila top investment ideas",Cadila,"Stock Buzz: Persistent Systems, Cadila top investment ideas",2,positive
"[TARGET: Turmeric] Turmeric, jeera prices rise as demand picks up",Turmeric,"Turmeric, jeera prices rise as demand picks up",2,positive
"[TARGET: jeera] Turmeric, jeera prices rise as demand picks up",jeera,"Turmeric, jeera prices rise as demand picks up",2,positive
"[TARGET: Sesa Goa] Views & recos: Sesa Goa, Pantaloon, Elecon Engineering",Sesa Goa,"Views & recos: Sesa Goa, Pantaloon, Elecon Engineering",1,neutral
"[TARGET: Pantaloon] Views & recos: Sesa Goa, Pantaloon, Elecon Engineering",Pantaloon,"Views & recos: Sesa Goa, Pantaloon, Elecon Engineering",1,neutral
"[TARGET: Elecon Engineering] Views & recos: Sesa Goa, Pantaloon, Elecon Engineering",Elecon Engineering,"Views & recos: Sesa Goa, Pantaloon, Elecon Engineering",1,neutral
"[TARGET: Procter & Gamble] Wall Street climbs on Procter & Gamble, Microsoft",Procter & Gamble,"Wall Street climbs on Procter & Gamble, Microsoft",2,positive
"[TARGET: Microsoft] Wall Street climbs on Procter & Gamble, Microsoft",Microsoft,"Wall Street climbs on Procter & Gamble, Microsoft",2,positive
"[TARGET: ACC] ACC, Ambuja Cement gain on cement price hike",ACC,"ACC, Ambuja Cement gain on cement price hike",2,positive
"[TARGET: Ambuja Cement] ACC, Ambuja Cement gain on cement price hike",Ambuja Cement,"ACC, Ambuja Cement gain on cement price hike",2,positive
[TARGET: Bonds] Bonds retreats on fresh selling; call rates recover,Bonds,Bonds retreats on fresh selling; call rates recover,0,negative
"[TARGET: Financials] Financials, infra, capital goods look exciting: Goldman Sachs",Financials,"Financials, infra, capital goods look exciting: Goldman Sachs",2,positive
"[TARGET: infra] Financials, infra, capital goods look exciting: Goldman Sachs",infra,"Financials, infra, capital goods look exciting: Goldman Sachs",2,positive
"[TARGET: capital goods] Financials, infra, capital goods look exciting: Goldman Sachs",capital goods,"Financials, infra, capital goods look exciting: Goldman Sachs",2,positive
"[TARGET: Goldman Sachs] Financials, infra, capital goods look exciting: Goldman Sachs",Goldman Sachs,"Financials, infra, capital goods look exciting: Goldman Sachs",1,neutral
"[TARGET: Sensex] Five reasons Sensex, Nifty made fresh highs today",Sensex,"Five reasons Sensex, Nifty made fresh highs today",2,positive
"[TARGET: Nifty] Five reasons Sensex, Nifty made fresh highs today",Nifty,"Five reasons Sensex, Nifty made fresh highs today",2,positive
"[TARGET: FMCG] FMCG, pharma stocks not defensive bets: Rajesh Jain",FMCG,"FMCG, pharma stocks not defensive bets: Rajesh Jain",0,negative
"[TARGET: pharma stocks] FMCG, pharma stocks not defensive bets: Rajesh Jain",pharma stocks,"FMCG, pharma stocks not defensive bets: Rajesh Jain",0,negative
"[TARGET: Forex] Forex, stocks rebound as Ukraine concerns less acute",Forex,"Forex, stocks rebound as Ukraine concerns less acute",2,positive
"[TARGET: stocks] Forex, stocks rebound as Ukraine concerns less acute",stocks,"Forex, stocks rebound as Ukraine concerns less acute",2,positive
"[TARGET: Guarseed] Guarseed, gum margins on longs raised to 30%",Guarseed,"Guarseed, gum margins on longs raised to 30%",2,positive
"[TARGET: gum] Guarseed, gum margins on longs raised to 30%",gum,"Guarseed, gum margins on longs raised to 30%",2,positive
"[TARGET: India] India, Russia lead emerging stocks to 1-month high",India,"India, Russia lead emerging stocks to 1-month high",2,positive
"[TARGET: Russia] India, Russia lead emerging stocks to 1-month high",Russia,"India, Russia lead emerging stocks to 1-month high",2,positive
"[TARGET: IT] IT, FMCG, healthcare sector prove their mettle again",IT,"IT, FMCG, healthcare sector prove their mettle again",2,positive
"[TARGET: FMCG] IT, FMCG, healthcare sector prove their mettle again",FMCG,"IT, FMCG, healthcare sector prove their mettle again",2,positive
"[TARGET: healthcare sector] IT, FMCG, healthcare sector prove their mettle again",healthcare sector,"IT, FMCG, healthcare sector prove their mettle again",2,positive
"[TARGET: Nifty] Pre-market: Nifty seen opening lower; TCS, RIL eyed",Nifty,"Pre-market: Nifty seen opening lower; TCS, RIL eyed",0,negative
"[TARGET: TCS] Pre-market: Nifty seen opening lower; TCS, RIL eyed",TCS,"Pre-market: Nifty seen opening lower; TCS, RIL eyed",1,neutral
"[TARGET: RIL] Pre-market: Nifty seen opening lower; TCS, RIL eyed",RIL,"Pre-market: Nifty seen opening lower; TCS, RIL eyed",1,neutral
"[TARGET: PSU metal] PSU metal, mining stocks on a downward spiral",PSU metal,"PSU metal, mining stocks on a downward spiral",0,negative
"[TARGET: mining] PSU metal, mining stocks on a downward spiral",mining,"PSU metal, mining stocks on a downward spiral",0,negative
"[TARGET: RIL] RIL, Tata Q2 show to give further cues",RIL,"RIL, Tata Q2 show to give further cues",1,neutral
"[TARGET: Tata] RIL, Tata Q2 show to give further cues",Tata,"RIL, Tata Q2 show to give further cues",1,neutral
[TARGET: Rupee] Rupee little changed against dollar in early trade,Rupee,Rupee little changed against dollar in early trade,1,neutral
[TARGET: dollar] Rupee little changed against dollar in early trade,dollar,Rupee little changed against dollar in early trade,1,neutral
[TARGET: rouble] Russian rouble hits new all-time low vs dollar,rouble,Russian rouble hits new all-time low vs dollar,0,negative
[TARGET: dollar] Russian rouble hits new all-time low vs dollar,dollar,Russian rouble hits new all-time low vs dollar,1,neutral
"[TARGET: SBI] SBI, HDFC best bets in banking: Deepak Mohoni",SBI,"SBI, HDFC best bets in banking: Deepak Mohoni",2,positive
"[TARGET: HDFC] SBI, HDFC best bets in banking: Deepak Mohoni",HDFC,"SBI, HDFC best bets in banking: Deepak Mohoni",2,positive
"[TARGET: Sterling] Sterling, British shares under pressure from Scottish vote",Sterling,"Sterling, British shares under pressure from Scottish vote",0,negative
"[TARGET: British shares] Sterling, British shares under pressure from Scottish vote",British shares,"Sterling, British shares under pressure from Scottish vote",0,negative
"[TARGET: AGS] TPG Global, Actis India may partially exit AGS",AGS,"TPG Global, Actis India may partially exit AGS",1,neutral
"[TARGET: TPG Global] TPG Global, Actis India may partially exit AGS",TPG Global,"TPG Global, Actis India may partially exit AGS",1,neutral
"[TARGET: Actis India] TPG Global, Actis India may partially exit AGS",Actis India,"TPG Global, Actis India may partially exit AGS",1,neutral
"[TARGET: Turmeric] Turmeric turns gold, AP farmers snap up cars",Turmeric,"Turmeric turns gold, AP farmers snap up cars",2,positive
"[TARGET: Venus Fibres] Venus Fibres, GS Oils put IPOs on hold",Venus Fibres,"Venus Fibres, GS Oils put IPOs on hold",0,negative
"[TARGET: GS Oils] Venus Fibres, GS Oils put IPOs on hold",GS Oils,"Venus Fibres, GS Oils put IPOs on hold",0,negative
[TARGET: S&P] Wall Street little changed but S&P hits record,S&P,Wall Street little changed but S&P hits record,2,positive
[TARGET: Wall Street] Wall Street little changed but S&P hits record,Wall Street,Wall Street little changed but S&P hits record,1,neutral
"[TARGET: Yen] Yen rises in choppy trading, euro on defensive",Yen,"Yen rises in choppy trading, euro on defensive",2,positive
"[TARGET: euro] Yen rises in choppy trading, euro on defensive",euro,"Yen rises in choppy trading, euro on defensive",2,positive
"[TARGET: SpiceJet] Brokers' call: SpiceJet, Titan, Eicher, Amara Raja",SpiceJet,"Brokers' call: SpiceJet, Titan, Eicher, Amara Raja",1,neutral
"[TARGET: Titan] Brokers' call: SpiceJet, Titan, Eicher, Amara Raja",Titan,"Brokers' call: SpiceJet, Titan, Eicher, Amara Raja",1,neutral
"[TARGET: Eicher] Brokers' call: SpiceJet, Titan, Eicher, Amara Raja",Eicher,"Brokers' call: SpiceJet, Titan, Eicher, Amara Raja",1,neutral
"[TARGET: Amara Raja] Brokers' call: SpiceJet, Titan, Eicher, Amara Raja",Amara Raja,"Brokers' call: SpiceJet, Titan, Eicher, Amara Raja",1,neutral
[TARGET: Voltas] Brokers' call: Voltas and Cox & Kings,Voltas,Brokers' call: Voltas and Cox & Kings,1,neutral
[TARGET: Cox & Kings] Brokers' call: Voltas and Cox & Kings,Cox & Kings,Brokers' call: Voltas and Cox & Kings,1,neutral
"[TARGET: Chilli] Chilli, turmeric prices decline on subdued demand",Chilli,"Chilli, turmeric prices decline on subdued demand",0,negative
"[TARGET: turmeric] Chilli, turmeric prices decline on subdued demand",turmeric,"Chilli, turmeric prices decline on subdued demand",0,negative
"[TARGET: Chilli] Chilli, turmeric prices rise on fresh buying",Chilli,"Chilli, turmeric prices rise on fresh buying",0,negative
"[TARGET: turmeric] Chilli, turmeric prices rise on fresh buying",turmeric,"Chilli, turmeric prices rise on fresh buying",0,negative
"[TARGET: Chilli] Chilli, turmeric prices weaken on subdued demand",Chilli,"Chilli, turmeric prices weaken on subdued demand",0,negative
"[TARGET: turmeric] Chilli, turmeric prices weaken on subdued demand",turmeric,"Chilli, turmeric prices weaken on subdued demand",0,negative
"[TARGET: Coriander] Coriander, red chilli up on stockists buying",Coriander,"Coriander, red chilli up on stockists buying",2,positive
"[TARGET: red chilli] Coriander, red chilli up on stockists buying",red chilli,"Coriander, red chilli up on stockists buying",2,positive
"[TARGET: Cotton] Cotton, castor seeds returns raise rural aspirations",Cotton,"Cotton, castor seeds returns raise rural aspirations",2,positive
"[TARGET: castor seeds] Cotton, castor seeds returns raise rural aspirations",castor seeds,"Cotton, castor seeds returns raise rural aspirations",2,positive
"[TARGET: European shares] European shares pause for breath, BoI sinks",European shares,"European shares pause for breath, BoI sinks",0,negative
"[TARGET: BoI] European shares pause for breath, BoI sinks",BoI,"European shares pause for breath, BoI sinks",0,negative
"[TARGET: European shares] European shares slip after rally, Telefonica tumbles",European shares,"European shares slip after rally, Telefonica tumbles",0,negative
"[TARGET: Telefonica] European shares slip after rally, Telefonica tumbles",Telefonica,"European shares slip after rally, Telefonica tumbles",0,negative
"[TARGET: European shares] European shares slip, Vodafone drops after results",European shares,"European shares slip, Vodafone drops after results",0,negative
"[TARGET: Vodafone] European shares slip, Vodafone drops after results",Vodafone,"European shares slip, Vodafone drops after results",0,negative
[TARGET: FTSE] FTSE rises; BP leads energy stocks higher,FTSE,FTSE rises; BP leads energy stocks higher,2,positive
[TARGET: BP] FTSE rises; BP leads energy stocks higher,BP,FTSE rises; BP leads energy stocks higher,2,positive
[TARGET: energy stocks] FTSE rises; BP leads energy stocks higher,energy stocks,FTSE rises; BP leads energy stocks higher,2,positive
"[TARGET: Kunlun] Hong Kong shares end flat, Kunlun jumps",Kunlun,"Hong Kong shares end flat, Kunlun jumps",2,positive
"[TARGET: Hong Kong shares] Hong Kong shares end flat, Kunlun jumps",Hong Kong shares,"Hong Kong shares end flat, Kunlun jumps",1,neutral
"[TARGET: Gail] Large industrial house sells Gail, IGL holdings",Gail,"Large industrial house sells Gail, IGL holdings",0,negative
"[TARGET: IGL] Large industrial house sells Gail, IGL holdings",IGL,"Large industrial house sells Gail, IGL holdings",0,negative
"[TARGET: Mustard] Mustard, cottonseed oils strengthen on sustained buying",Mustard,"Mustard, cottonseed oils strengthen on sustained buying",2,positive
"[TARGET: cottonseed oils] Mustard, cottonseed oils strengthen on sustained buying",cottonseed oils,"Mustard, cottonseed oils strengthen on sustained buying",2,positive
"[TARGET: Mustard] Mustard, sesame oils slide on subdued demand",Mustard,"Mustard, sesame oils slide on subdued demand",0,negative
"[TARGET: sesame oils] Mustard, sesame oils slide on subdued demand",sesame oils,"Mustard, sesame oils slide on subdued demand",0,negative
"[TARGET: Sensex] Sensex above 26,000; Nifty reclaims 7800 levels",Sensex,"Sensex above 26,000; Nifty reclaims 7800 levels",2,positive
"[TARGET: Nifty] Sensex above 26,000; Nifty reclaims 7800 levels",Nifty,"Sensex above 26,000; Nifty reclaims 7800 levels",2,positive
"[TARGET: Sensex] Sensex opens higher; realty, metals, pharma gain",Sensex,"Sensex opens higher; realty, metals, pharma gain",2,positive
"[TARGET: realty] Sensex opens higher; realty, metals, pharma gain",realty,"Sensex opens higher; realty, metals, pharma gain",2,positive
"[TARGET: metals] Sensex opens higher; realty, metals, pharma gain",metals,"Sensex opens higher; realty, metals, pharma gain",2,positive
"[TARGET: pharma] Sensex opens higher; realty, metals, pharma gain",pharma,"Sensex opens higher; realty, metals, pharma gain",2,positive
"[TARGET: Shares] Shares, peripheral bonds hit by growth worry",Shares,"Shares, peripheral bonds hit by growth worry",0,negative
"[TARGET: peripheral bonds] Shares, peripheral bonds hit by growth worry",peripheral bonds,"Shares, peripheral bonds hit by growth worry",0,negative
[TARGET: Patni Computer] Synergy with iGate to propel Patni Computer,Patni Computer,Synergy with iGate to propel Patni Computer,2,positive
[TARGET: iGate] Synergy with iGate to propel Patni Computer,iGate,Synergy with iGate to propel Patni Computer,1,neutral
"[TARGET: Turmeric] Turmeric, jeera up as demand picks up",Turmeric,"Turmeric, jeera up as demand picks up",2,positive
"[TARGET: jeera] Turmeric, jeera up as demand picks up",jeera,"Turmeric, jeera up as demand picks up",2,positive
[TARGET: Australia shares] Australia shares close lower on weak commodities,Australia shares,Australia shares close lower on weak commodities,0,negative
[TARGET: commodities] Australia shares close lower on weak commodities,commodities,Australia shares close lower on weak commodities,0,negative
"[TARGET: metals] Citi bullish on metals, upgrades Tata Steel",metals,"Citi bullish on metals, upgrades Tata Steel",2,positive
"[TARGET: Tata Steel] Citi bullish on metals, upgrades Tata Steel",Tata Steel,"Citi bullish on metals, upgrades Tata Steel",2,positive
"[TARGET: Citi] Citi bullish on metals, upgrades Tata Steel",Citi,"Citi bullish on metals, upgrades Tata Steel",1,neutral
"[TARGET: Euro] Euro, sterling buoyant before central bank meetings",Euro,"Euro, sterling buoyant before central bank meetings",2,positive
"[TARGET: sterling] Euro, sterling buoyant before central bank meetings",sterling,"Euro, sterling buoyant before central bank meetings",2,positive
"[TARGET: Europe shares] Europe shares open lower, Glencore halts slide",Europe shares,"Europe shares open lower, Glencore halts slide",0,negative
"[TARGET: Glencore] Europe shares open lower, Glencore halts slide",Glencore,"Europe shares open lower, Glencore halts slide",1,neutral
"[TARGET: Vodafone] European shares steady, pegged back by Vodafone",Vodafone,"European shares steady, pegged back by Vodafone",0,negative
"[TARGET: European shares] European shares steady, pegged back by Vodafone",European shares,"European shares steady, pegged back by Vodafone",1,neutral
"[TARGET: Gold] Gold, silver spike catches traders off guard",Gold,"Gold, silver spike catches traders off guard",2,positive
"[TARGET: silver] Gold, silver spike catches traders off guard",silver,"Gold, silver spike catches traders off guard",2,positive
"[TARGET: Groundnut] Groundnut, cottonseed oils fall on subdued demand",Groundnut,"Groundnut, cottonseed oils fall on subdued demand",0,negative
"[TARGET: cottonseed oils] Groundnut, cottonseed oils fall on subdued demand",cottonseed oils,"Groundnut, cottonseed oils fall on subdued demand",0,negative
"[TARGET: IESA] IESA, TCA sign MoU for make-in-India push",IESA,"IESA, TCA sign MoU for make-in-India push",1,neutral
"[TARGET: TCA] IESA, TCA sign MoU for make-in-India push",TCA,"IESA, TCA sign MoU for make-in-India push",1,neutral
"[TARGET: gold] Indians prefer gold, mutual funds for investments",gold,"Indians prefer gold, mutual funds for investments",1,neutral
"[TARGET: mutual funds] Indians prefer gold, mutual funds for investments",mutual funds,"Indians prefer gold, mutual funds for investments",1,neutral
"[TARGET: Infra] Infra, manufacturing may get Jaitely thumbs-up: Sharekhan",Infra,"Infra, manufacturing may get Jaitely thumbs-up: Sharekhan",2,positive
"[TARGET: manufacturing] Infra, manufacturing may get Jaitely thumbs-up: Sharekhan",manufacturing,"Infra, manufacturing may get Jaitely thumbs-up: Sharekhan",2,positive
"[TARGET: Sharekhan] Infra, manufacturing may get Jaitely thumbs-up: Sharekhan",Sharekhan,"Infra, manufacturing may get Jaitely thumbs-up: Sharekhan",1,neutral
"[TARGET: Jeera] Jeera, chilli move up on tight supply",Jeera,"Jeera, chilli move up on tight supply",2,positive
"[TARGET: chilli] Jeera, chilli move up on tight supply",chilli,"Jeera, chilli move up on tight supply",2,positive
"[TARGET: Nickel] Nickel, zinc strengthen on increased industrial demand",Nickel,"Nickel, zinc strengthen on increased industrial demand",2,positive
"[TARGET: zinc] Nickel, zinc strengthen on increased industrial demand",zinc,"Nickel, zinc strengthen on increased industrial demand",2,positive
"[TARGET: Pharma] Pharma, autos, media companies will do well'",Pharma,"Pharma, autos, media companies will do well'",2,positive
"[TARGET: autos] Pharma, autos, media companies will do well'",autos,"Pharma, autos, media companies will do well'",2,positive
"[TARGET: media companies] Pharma, autos, media companies will do well'",media companies,"Pharma, autos, media companies will do well'",2,positive
"[TARGET: Rice] Rice, soya pick up on better rains",Rice,"Rice, soya pick up on better rains",2,positive
"[TARGET: soya] Rice, soya pick up on better rains",soya,"Rice, soya pick up on better rains",2,positive
"[TARGET: UK FTSE] UK FTSE slips back, Hargreaves Lansdown tumbles",UK FTSE,"UK FTSE slips back, Hargreaves Lansdown tumbles",0,negative
"[TARGET: Hargreaves Lansdown] UK FTSE slips back, Hargreaves Lansdown tumbles",Hargreaves Lansdown,"UK FTSE slips back, Hargreaves Lansdown tumbles",0,negative
"[TARGET: UPL] UPL, Persistent Systems fall after MSCI exclusion",UPL,"UPL, Persistent Systems fall after MSCI exclusion",0,negative
"[TARGET: Persistent Systems] UPL, Persistent Systems fall after MSCI exclusion",Persistent Systems,"UPL, Persistent Systems fall after MSCI exclusion",0,negative
"[TARGET: MSCI] UPL, Persistent Systems fall after MSCI exclusion",MSCI,"UPL, Persistent Systems fall after MSCI exclusion",1,neutral
"[TARGET: Turmeric] Turmeric, jeera decline on subdued demand",Turmeric,"Turmeric, jeera decline on subdued demand",0,negative
"[TARGET: jeera] Turmeric, jeera decline on subdued demand",jeera,"Turmeric, jeera decline on subdued demand",0,negative
"[TARGET: Gold] Yemen Turmoil Boosts Gold, Precious Metals",Gold,"Yemen Turmoil Boosts Gold, Precious Metals",2,positive
"[TARGET: Precious Metals] Yemen Turmoil Boosts Gold, Precious Metals",Precious Metals,"Yemen Turmoil Boosts Gold, Precious Metals",2,positive
"[TARGET: Chilli] Chilli, coriander fall on sluggish demand",Chilli,"Chilli, coriander fall on sluggish demand",0,negative
"[TARGET: coriander] Chilli, coriander fall on sluggish demand",coriander,"Chilli, coriander fall on sluggish demand",0,negative
"[TARGET: Chilli] Chilli, jeera rise on increased buying",Chilli,"Chilli, jeera rise on increased buying",2,positive
"[TARGET: jeera] Chilli, jeera rise on increased buying",jeera,"Chilli, jeera rise on increased buying",2,positive
"[TARGET: Copper] Copper, nickel rise on global cues",Copper,"Copper, nickel rise on global cues",2,positive
"[TARGET: nickel] Copper, nickel rise on global cues",nickel,"Copper, nickel rise on global cues",2,positive
"[TARGET: Copper] Copper, nickel soften on global cues",Copper,"Copper, nickel soften on global cues",0,negative
"[TARGET: nickel] Copper, nickel soften on global cues",nickel,"Copper, nickel soften on global cues",0,negative
"[TARGET: Copper] Copper, nickel strengthen on global cues",Copper,"Copper, nickel strengthen on global cues",2,positive
"[TARGET: nickel] Copper, nickel strengthen on global cues",nickel,"Copper, nickel strengthen on global cues",2,positive
"[TARGET: Copper] Copper, nickel up on global cues",Copper,"Copper, nickel up on global cues",2,positive
"[TARGET: nickel] Copper, nickel up on global cues",nickel,"Copper, nickel up on global cues",2,positive
"[TARGET: Coriander] Coriander, turmeric fall on subdued demand",Coriander,"Coriander, turmeric fall on subdued demand",0,negative
"[TARGET: turmeric] Coriander, turmeric fall on subdued demand",turmeric,"Coriander, turmeric fall on subdued demand",0,negative
"[TARGET: Nifty] Markets rangebound, Nifty below 8,100 levels",Nifty,"Markets rangebound, Nifty below 8,100 levels",0,negative
"[TARGET: Markets] Markets rangebound, Nifty below 8,100 levels",Markets,"Markets rangebound, Nifty below 8,100 levels",1,neutral
"[TARGET: Nifty] Markets rangebound, Nifty reclaims 8,100 levels",Nifty,"Markets rangebound, Nifty reclaims 8,100 levels",2,positive
"[TARGET: Markets] Markets rangebound, Nifty reclaims 8,100 levels",Markets,"Markets rangebound, Nifty reclaims 8,100 levels",1,neutral
"[TARGET: Nickel] Nickel, copper fall on global cues",Nickel,"Nickel, copper fall on global cues",0,negative
"[TARGET: copper] Nickel, copper fall on global cues",copper,"Nickel, copper fall on global cues",0,negative
"[TARGET: Nickel] Nickel, copper rise on global cues",Nickel,"Nickel, copper rise on global cues",0,negative
"[TARGET: copper] Nickel, copper rise on global cues",copper,"Nickel, copper rise on global cues",0,negative
"[TARGET: Nickel] Nickel, copper soften on global cues",Nickel,"Nickel, copper soften on global cues",0,negative
"[TARGET: copper] Nickel, copper soften on global cues",copper,"Nickel, copper soften on global cues",0,negative
"[TARGET: Nickel] Nickel, tin slump on global cues",Nickel,"Nickel, tin slump on global cues",0,negative
"[TARGET: tin] Nickel, tin slump on global cues",tin,"Nickel, tin slump on global cues",0,negative
"[TARGET: European shares] Rolls-Royce, Airbus help European shares higher",European shares,"Rolls-Royce, Airbus help European shares higher",2,positive
"[TARGET: Rolls-Royce] Rolls-Royce, Airbus help European shares higher",Rolls-Royce,"Rolls-Royce, Airbus help European shares higher",2,positive
"[TARGET: Airbus] Rolls-Royce, Airbus help European shares higher",Airbus,"Rolls-Royce, Airbus help European shares higher",2,positive
"[TARGET: metals] Sensex@25,000; metals, capital goods, power gain",metals,"Sensex@25,000; metals, capital goods, power gain",2,positive
"[TARGET: capital goods] Sensex@25,000; metals, capital goods, power gain",capital goods,"Sensex@25,000; metals, capital goods, power gain",2,positive
"[TARGET: power] Sensex@25,000; metals, capital goods, power gain",power,"Sensex@25,000; metals, capital goods, power gain",2,positive
"[TARGET: Sensex] Sensex@25,000; metals, capital goods, power gain",Sensex,"Sensex@25,000; metals, capital goods, power gain",1,neutral
"[TARGET: TCS] TCS, financial stocks drive Sensex higher",TCS,"TCS, financial stocks drive Sensex higher",2,positive
"[TARGET: financial stocks] TCS, financial stocks drive Sensex higher",financial stocks,"TCS, financial stocks drive Sensex higher",2,positive
"[TARGET: Sensex] TCS, financial stocks drive Sensex higher",Sensex,"TCS, financial stocks drive Sensex higher",1,neutral
"[TARGET: Textile] Textile, auto ancillary undervalued: Prateek Agarwal",Textile,"Textile, auto ancillary undervalued: Prateek Agarwal",2,positive
"[TARGET: auto ancillary] Textile, auto ancillary undervalued: Prateek Agarwal",auto ancillary,"Textile, auto ancillary undervalued: Prateek Agarwal",2,positive
[TARGET: Thoor dal] Thoor dal and sugar move up,Thoor dal,Thoor dal and sugar move up,2,positive
[TARGET: sugar] Thoor dal and sugar move up,sugar,Thoor dal and sugar move up,2,positive
"[TARGET: Asian shares] Asian shares sag, dollar steadies",Asian shares,"Asian shares sag, dollar steadies",0,negative
"[TARGET: dollar] Asian shares sag, dollar steadies",dollar,"Asian shares sag, dollar steadies",1,neutral
"[TARGET: Metals] Metals, realty weigh Sensex down",Metals,"Metals, realty weigh Sensex down",0,negative
"[TARGET: realty] Metals, realty weigh Sensex down",realty,"Metals, realty weigh Sensex down",0,negative
"[TARGET: Sensex] Metals, realty weigh Sensex down",Sensex,"Metals, realty weigh Sensex down",0,negative
"[TARGET: Axis Bank] Brokerspicks: Axis Bank, HDFC",Axis Bank,"Brokerspicks: Axis Bank, HDFC",2,positive
"[TARGET: HDFC] Brokerspicks: Axis Bank, HDFC",HDFC,"Brokerspicks: Axis Bank, HDFC",2,positive
"[TARGET: RIL] Brokerspicks: RIL, Asian Paints",RIL,"Brokerspicks: RIL, Asian Paints",2,positive
"[TARGET: Asian Paints] Brokerspicks: RIL, Asian Paints",Asian Paints,"Brokerspicks: RIL, Asian Paints",2,positive
"[TARGET: Yes Bank] Brokerspicks: Yes Bank, L&T",Yes Bank,"Brokerspicks: Yes Bank, L&T",2,positive
"[TARGET: L&T] Brokerspicks: Yes Bank, L&T",L&T,"Brokerspicks: Yes Bank, L&T",2,positive
[TARGET: Zee] Nitin Vaidya quits Zee,Zee,Nitin Vaidya quits Zee,1,neutral
[TARGET: Zee] Neutral on Zee: Ambareesh Baliga,Zee,Neutral on Zee: Ambareesh Baliga,1,neutral
[TARGET: Wall Street] Wall Street takes opposite paths,Wall Street,Wall Street takes opposite paths,1,neutral
[TARGET: VLCC] VLCC files IPO papers with Sebi,VLCC,VLCC files IPO papers with Sebi,1,neutral
[TARGET: Sebi] VLCC files IPO papers with Sebi,Sebi,VLCC files IPO papers with Sebi,1,neutral
[TARGET: US stocks] US stocks hold near record levels,US stocks,US stocks hold near record levels,1,neutral
[TARGET: UPSC] Rajni Razdan chosen new UPSC chief,UPSC,Rajni Razdan chosen new UPSC chief,1,neutral
[TARGET: tyre stocks] Should you bet on tyre stocks?,tyre stocks,Should you bet on tyre stocks?,1,neutral
[TARGET: Texas Pacific Group] Texas Pacific Group's India MD resigns,Texas Pacific Group,Texas Pacific Group's India MD resigns,1,neutral
[TARGET: TCS] Vijay Kelkar joins TCS board,TCS,Vijay Kelkar joins TCS board,1,neutral
[TARGET: Sugar] Sugar closes steady on small buying,Sugar,Sugar closes steady on small buying,1,neutral
[TARGET: Sugar] Sugar price steady on scattered buying,Sugar,Sugar price steady on scattered buying,1,neutral
[TARGET: Subbarao] Subbarao hints at forex market intervention,Subbarao,Subbarao hints at forex market intervention,1,neutral
[TARGET: Stock markets] Stock markets see sector specific performance,Stock markets,Stock markets see sector specific performance,1,neutral
[TARGET: Steel] Steel prices steady in flat trade,Steel,Steel prices steady in flat trade,1,neutral
[TARGET: Steel] Steel remains flat in thin trade,Steel,Steel remains flat in thin trade,1,neutral
